item_id,client_id,quantity,time
653c94dd-5457-47e9-9782-53ef02c758b0,1989be4a-1620-4053-af95-7520fceface6,1,2020-01-03 20:55:42
bae7217c-1332-4f68-aaff-2167fb6fbeb1,b521a910-b5b6-4fdd-96de-fc4b120d7021,3,2020-01-03 22:27:26
e86ba2c5-ae13-4116-861f-9946d9ad6340,8e7b633a-d31a-47bb-9217-af5ffdacda36,9,2020-01-03 22:42:44
9f4508c7-421e-4308-9372-0abf6ea0016a,a91ee36a-b604-4a31-9927-dba63ae06744,5,2020-01-03 22:46:07
54b4851d-369e-454b-b736-a7c7952e7fd8,218520bb-e4ed-47d7-b77b-4bf9b72a0b8c,10,2020-01-03 22:47:11
42ad34b4-d80f-4ad8-ad98-f5c256d88e2f,b60bd816-b1eb-4fff-8896-ddcf10115dea,6,2020-01-03 23:55:38
5e09272c-f358-408b-bd00-63952772242e,71556c21-a984-4f3c-ae3d-c215049a7f4f,5,2020-01-04 00:00:34
0e1f80ad-c0e5-43df-a2b9-44ce9eb903d9,c9199741-f335-478f-9271-fb9662e15700,3,2020-01-04 00:55:06
b62752d8-2fec-4326-817c-c17cd9bb3af1,5f40daa5-9537-4090-a4db-565e3cd87082,2,2020-01-04 01:47:28
94527564-3ac1-4447-a03d-5d2a6f897257,c4621fac-a0ce-48d3-aa7d-d67596eb8c44,7,2020-01-04 02:33:44
5c9a7a82-2483-4633-91a9-f3c33a6a58f5,431739c3-173a-4690-aa5e-ebd108949add,9,2020-01-04 02:58:18
514f0288-079f-47d0-b3c8-6df2c5d7e241,7080beb2-1700-4810-845f-c0bd991f2539,1,2020-01-04 03:49:57
532a0d28-16cd-407a-b92e-8aad6ad74b26,ac131ae0-ab3b-4af8-b4cb-6ed6b1b84a1d,8,2020-01-04 04:12:20
27e02ae7-cfc6-42bc-adcc-10562f1f8351,177bf824-aeaa-480d-90c4-30a4c98e26b7,2,2020-01-04 04:46:15
de1255c6-993b-4c30-b9ea-b633b74aeff5,856e00ce-df38-4ffd-9b55-4243b4b18e31,6,2020-01-04 05:42:52
ce0416d9-ab74-4314-9dd2-a39e3dc94c5b,c16fb6fd-e0e2-473c-baef-ca07eb13a622,7,2020-01-04 08:40:46
7d1066f7-3aa8-4e61-97cc-7857c3d784cd,8da661ed-0fc0-43b3-99f8-8eeb707a8375,1,2020-01-04 08:46:33
c7ce3c22-802c-47a7-94d2-a046b89e055c,cb9fbaf0-0f5c-4373-847a-202f7b129e9f,4,2020-01-04 09:42:53
ded2dd81-d8fc-46f2-ab39-310cb18dfc46,e0e6048e-c649-4b2e-81e8-7e01b879f869,10,2020-01-04 09:58:50
be07cfac-069d-4783-84ac-254ce4ff92bd,eca2b74c-91e6-4f2d-b098-a7963ec02968,3,2020-01-04 10:05:39
85993284-014b-4bf0-b9d1-20ff3e950f53,509aa07a-868c-47a2-ae69-7ee9151318e9,7,2020-01-04 11:00:49
aa5ca9a5-2737-4962-8530-df4c732f2c00,b8133b6a-8ee8-45fc-84fa-eeaa77e12bbd,3,2020-01-04 11:23:46
f29baec3-6a9b-49b8-ae3a-2bacfda261b3,de704d61-fbfc-4f86-9a4d-e82d967d7e07,3,2020-01-04 13:12:06
e9c80704-e1db-43c2-85d0-ae53071a482f,1d7d778f-4280-41ea-9c8f-ae8f2bf32e01,4,2020-01-04 14:28:27
42fe17a7-7b78-400b-be71-fe297ab2c9f0,a95986b6-0b97-4454-b8ff-d893308fc3f9,7,2020-01-04 14:36:07
9120db14-d5f4-46ad-a1e3-03f43c6747ed,b4779945-cdad-4de9-9a24-551dc15e39a9,2,2020-01-04 14:37:30
9286a63e-28bb-4621-b0eb-06c6e8bde217,582a5034-8401-49d3-93a0-9fe8f6097e6d,4,2020-01-04 14:57:19
6cbfe6d3-6891-4495-94bd-143594188dd0,422ad49d-bdd8-4b10-bd73-dc3d7df72d1d,9,2020-01-04 17:24:23
aedcd798-5f0c-410b-956d-9cc2f012410e,e9f023cb-a282-4fb9-82dc-d25c1812c014,3,2020-01-04 17:37:18
29091e37-e204-40f0-bd3c-a58af6a59f6c,dc1358bf-1835-45d9-b8eb-aa07190ef43a,1,2020-01-04 19:18:28
11c54440-89ab-4661-80c8-3ae14d0212ab,b287f1a3-5c1f-4b0a-a20d-aa656650135e,10,2020-01-04 20:33:30
53abd469-226c-4193-8826-23fb02d9c1b3,855ba888-404f-4de5-8633-3447954d8345,5,2020-01-04 20:37:46
e5263362-fdab-4b85-bb57-244734dde2f6,500c4c7f-f468-4734-856f-cfa1ca6f9baa,2,2020-01-04 22:10:45
a4abc8cc-71f1-4531-9fb6-f5a01f9f7415,804cb82b-04b5-4a08-8446-c4dd68b7f35a,6,2020-01-04 22:15:52
0fa30069-e8a3-4666-a641-6ab14b61d433,27770867-016b-4480-8a54-bc33f6ddde9d,9,2020-01-04 22:23:15
048b05ad-20c0-4585-b0eb-ca2bebd072d4,cbe8031f-e5ee-4a8a-81b9-42d7cf1191a9,6,2020-01-04 22:29:26
8d3bebb4-449b-4715-838c-72f2786249f0,85d94b78-7c4c-43a8-a1b0-60907965228c,10,2020-01-04 22:40:39
104bea44-d9af-4775-bfef-7c547fac9584,cb21ddd2-155f-436b-a545-40c0b526389d,3,2020-01-04 23:44:16
e0cec7e2-4b82-448c-b5bc-0d3a4fce28bb,aec816ad-2107-47ad-88ca-5f388e0df8de,8,2020-01-05 00:17:14
12a4db1e-36a1-4222-bc55-b37dfba2f7f1,b8c983b6-cbd2-4a38-8f59-cf26a1ef95a4,7,2020-01-05 00:27:42
5d98e677-cb69-44c8-999b-4780f157902f,31242acf-6b7a-4a19-8144-5230d020027d,4,2020-01-05 02:09:34
277dcf09-88e0-44c4-9db9-277bbef52cf4,1033d58b-808c-4e83-b2e0-f819cd090fa0,7,2020-01-05 02:22:40
78a256e5-7f49-4cec-9486-d3193b017d45,44f3f779-3738-452a-8c05-8a058fb06952,4,2020-01-05 04:08:18
415d3bbb-0d1e-434a-9e56-e16b197af09a,85e9f50d-663a-401b-aa18-4fc888ea726c,10,2020-01-05 08:00:34
6860fc76-1f75-4298-8f10-d6dec54d036b,15d86c41-cde1-4d4e-96bc-fd47a71230fd,3,2020-01-05 10:17:54
02ab9654-6cd5-4fb5-859e-efa3cb8d5b36,190dfee9-c948-4d81-8205-d054ced0e37c,5,2020-01-05 11:55:20
ac31f8af-abc7-42c6-b4a6-c5ad66379993,7aeec870-6847-4f4e-89ac-fada0cd5c62d,8,2020-01-05 12:33:14
27b9f5d5-28d9-4478-a1ee-c847bc51051b,847f6d89-6e94-4524-b692-b81c93cd8c75,5,2020-01-05 13:18:01
5d4c60a3-8c94-4f16-95f4-f13ae40a26e7,6359df9a-62da-4a43-b7b6-26a4dcac38f0,4,2020-01-05 13:36:26
51abb0c6-31ed-4156-bf9a-59387c418c29,9c06c264-4d88-4458-aab1-1e10bbe7037d,5,2020-01-05 13:38:43
862ceeca-b34e-4419-bf7e-1b59b728da1b,939a798c-03aa-44bf-a9f3-60f7f4534348,4,2020-01-05 13:43:18
9a4b7c74-78e4-417e-be3e-24ceedf7e8e1,54eb3ed4-4cb4-427d-961f-5cafc7bf55a4,8,2020-01-05 14:56:28
997de2e8-ab7b-4afb-92e1-f948df79654c,7057eb7f-333d-4a88-bef9-ab396f460619,5,2020-01-05 15:37:43
0680ea70-5b9d-4c5d-ac19-44989de70172,1c390cb1-3523-4ca4-9eff-bc66bad56c41,2,2020-01-05 16:44:59
a3d358b1-4905-4117-b513-a3546290a12a,5b667fd3-4629-4592-bb4b-38e29fe828f4,5,2020-01-05 16:55:16
3dc7a067-a2a0-40fc-a14a-14fe9a305fd1,95806a8e-7596-413b-aab3-2794dee24d03,5,2020-01-05 17:44:18
31dad773-1c3d-4ed5-98dd-5a46070c2aa9,4c5102e8-12e6-4541-b48a-6d6bb17988cb,10,2020-01-05 19:19:54
b33c74ed-435d-4521-9a7f-7b79548b97c8,0ffbb5c0-5051-420e-a406-2fd985371b5b,6,2020-01-05 19:55:40
3ec68830-4b8c-48bc-a945-5d2e76d8ff5d,543082b0-9847-4463-8f7c-dc6f2ef38b45,2,2020-01-05 20:12:38
018c7068-19c1-4485-a543-faa8ac5fe682,46a0209d-3ad8-4e15-a794-93909f7a5287,9,2020-01-05 21:30:26
28828a4d-ef9b-4f5d-830b-39f734c28a36,e3560ffd-19a6-4c29-aa49-1ce503ab18ca,10,2020-01-05 21:46:34
183d507c-79ed-4360-ac20-b66ce3b97bc1,a68b77e4-8bf3-4d08-a382-31bfa19bdd94,7,2020-01-05 22:32:00
a5b5162a-45fe-4c75-8f62-45c6ab142046,6473c0ff-8c30-47aa-9629-06491f901011,9,2020-01-05 23:08:02
c336c1b7-41aa-4d88-90b3-81ad4ccd377e,6e2a799b-de84-4668-9e99-611c367095ed,9,2020-01-05 23:11:08
09510b56-a1eb-430f-bf27-25e577bd1172,35945c28-5318-44e4-aebb-6c799d247103,2,2020-01-05 23:15:48
48b5a4e2-eff5-4abe-9b65-381a52fecad5,48ba9aaa-1e6b-492e-9c47-f19be47f7d3d,9,2020-01-06 00:17:44
c7ce3c22-802c-47a7-94d2-a046b89e055c,b3eba46e-512b-4dcf-aed6-d5e837cb164f,2,2020-01-06 00:58:52
aedcd798-5f0c-410b-956d-9cc2f012410e,b3eba46e-512b-4dcf-aed6-d5e837cb164f,9,2020-01-06 01:57:48
7ce1bf06-e2d6-4ab5-b883-c7feffcba439,9769d061-8c32-4916-a4fb-369a6e9b7890,2,2020-01-06 03:03:17
816e31c4-727e-4793-92c2-ccec30e0fb72,25fa6d96-58cd-48b9-8253-98f1db52cc26,10,2020-01-06 05:56:18
01af838a-6d7c-4ba1-ba8f-78ac20fe8ca1,bbcce890-fa68-427c-ad53-09373f66c7eb,5,2020-01-06 07:17:56
36dfb8bc-dcea-4e15-aeb0-87957f1350bd,efe307de-c1a9-46ea-b27a-a7f7a54f5eb7,4,2020-01-06 07:31:44
e9c80704-e1db-43c2-85d0-ae53071a482f,cf406aa7-ecf2-4ab8-97e0-cc6e35e0d536,1,2020-01-06 08:14:20
996377df-cfa6-45cf-a9b7-d82195bb9b8f,a09f3651-8ce1-495f-99e7-7159715ee03e,1,2020-01-06 09:41:21
def1fffa-fa10-4d9a-b1d9-2bad2fa9dcee,4cecd06e-3f31-4f87-ae21-3322e591fc82,1,2020-01-06 10:10:40
018c7068-19c1-4485-a543-faa8ac5fe682,e436b987-ecc8-45f1-b165-c6cec37f997b,3,2020-01-06 13:23:26
1c7b2351-032d-45a7-9e97-5d774057b32a,d39a569a-8f4c-4fd6-995d-e4a40ed31509,3,2020-01-06 13:58:36
86f2e874-50b5-426e-9007-1f4bac5d2d24,fda9da46-8445-4954-ad38-37fedbb2ac49,9,2020-01-06 14:58:43
390fd851-5c3e-4fb4-aaf7-1d84cf5eddac,d779ecda-062b-458f-805a-0cf72ffff8ed,6,2020-01-06 15:40:40
730f19f7-4e43-466a-a0e2-57519c9b3214,5e24e3d2-efcc-44e3-b774-3276ab4898cc,4,2020-01-06 17:12:16
bdc0d7de-a874-491a-9a07-add91078bced,593e2637-bf04-46ea-acfc-23460fdd3b76,9,2020-01-06 18:37:43
beb89051-9c27-48c8-83d2-4b8592812359,c24c9b29-98b2-4e35-a3c6-e5dade54cbba,1,2020-01-06 20:10:49
f58d1025-8532-439b-a011-609d466e33b8,431739c3-173a-4690-aa5e-ebd108949add,3,2020-01-06 23:04:02
182a0123-0826-43be-b371-00afaabcf8d6,b867550b-4c55-40eb-9ebc-3dfd4bcd91f5,3,2020-01-06 23:25:57
f80a7c6f-ea54-4750-87e5-b50abb97ab5d,6d7a3ec7-c764-4f6b-8cf3-46a5d18136bd,4,2020-01-07 00:21:39
19a3eebd-89c5-4dd7-b9ae-555a485c0a0f,6dc5c488-4634-4463-bd79-f3a7e0a38fc7,2,2020-01-07 01:16:40
36cdd3bf-e365-467c-8799-6e31c4ef0481,921c40cb-d99b-4b07-a3bb-c5172967b020,9,2020-01-07 01:49:12
09432282-9510-493e-a43d-b318bd62fdf1,4a755cc5-65c1-424f-9466-4a076357ee17,4,2020-01-07 03:04:32
dee38fe4-85c8-49c6-914e-c1e2057037fa,60086596-5cdc-4ce2-9d8c-1b8ea84dc509,8,2020-01-07 05:59:18
390fd851-5c3e-4fb4-aaf7-1d84cf5eddac,eb533175-d488-461a-8e8e-7ef085ca044d,1,2020-01-07 06:54:43
20ce003a-7de2-46a0-9ad8-e96cd23efda0,a7e3812a-7b1c-4e07-9b2d-8d4663cf1e20,6,2020-01-07 07:31:28
32f0763a-3685-4ffc-8198-7938e014dc03,eb3e219f-ce78-40bf-a8e8-642808ef8f13,10,2020-01-07 07:32:46
678b6c5f-950d-4f8a-b3b5-f6b8cc737627,5877a198-71a9-478e-8193-0601b1c43b55,8,2020-01-07 07:38:56
cc573029-9c7e-4091-a3cc-35a53280aa88,f2ef3788-5920-42ed-af94-e96dc33b230c,3,2020-01-07 07:47:38
8d3bebb4-449b-4715-838c-72f2786249f0,afe3a798-54b8-4248-9c89-74a5ceb5afc6,9,2020-01-07 10:33:43
7b377d53-da86-4fdd-918b-e697dbca7579,93be99b4-78ed-4517-b8a4-5d03d08eb8e7,7,2020-01-07 11:29:31
03f1d8db-7e63-4e52-8f57-4ca7f9af8b09,575d7358-9e85-4854-88fe-1de56934cfc0,7,2020-01-07 11:51:58
390fd851-5c3e-4fb4-aaf7-1d84cf5eddac,30a7370e-646b-40da-86a7-d6400693773b,7,2020-01-07 12:31:06
39a33f74-2efe-43a0-8cb1-785f6d4b269c,1989be4a-1620-4053-af95-7520fceface6,9,2020-01-07 13:23:46
dfc214b3-4433-431e-987d-8da19b4b29cb,2875c05a-df8b-4c5c-ac64-75551315aba0,1,2020-01-07 13:36:09
a034ada0-a145-4537-96e9-9625e727c97a,77bfcd4d-7e01-4379-8dea-665740f9f145,7,2020-01-07 15:45:55
20050e23-f6db-4198-99b0-ab0dca45c094,ec92519d-42ac-4fea-a35f-26577c7a0d1f,10,2020-01-07 15:49:04
3ae441be-0acc-4ff5-8a04-213e9342b2a9,a5120360-cae8-43fe-bc95-ce90a52b0912,1,2020-01-07 18:45:36
ac3feb95-80b6-4c0e-9d33-e7d7a81cda50,fc9e669b-c94b-4132-a9af-388383124473,8,2020-01-07 18:54:12
a2a60138-5a7d-435c-aa4a-6826801b4e61,06a5ab5e-44e3-428c-a5cd-84b71fa487fc,1,2020-01-07 19:12:53
4c1da2ae-3480-4eee-b910-3192f90c6888,7391b9da-3eda-446a-92a6-c1b2dbac3585,2,2020-01-07 19:19:33
9b82daf5-d597-4248-8d73-aca3ce634124,e47ea251-52c3-47e7-a8e4-d49d80710538,4,2020-01-07 19:30:36
